playerID,CB,SW,LB,RB,LWB,RWB,CM,CDM,CAM,LM,RM,CF,ST,LF,RF,LW,RW,GK
1131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0
1175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1210,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1229,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
1235,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0
1275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1323,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1443,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0
1479,4,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0
1517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
1565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1605,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0
1611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,4,0,0
1637,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,4,0
1647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1668,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1678,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,4,0
1731,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
1737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1803,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,1,0,2,4,3,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0
2091,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2115,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2116,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0
2128,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2141,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2151,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2164,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,2,0,0
2172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
2335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2392,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0
2518,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,4,0,0
2572,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0
2587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2622,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2629,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2742,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
2769,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0
2837,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3041,0,0,3,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0
3078,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3148,0,0,0,0,0,0,1,4,0,2,3,0,0,0,0,0,0,0
3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3189,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0
3216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
3264,0,0,0,0,0,0,1,2,3,0,4,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
3325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3395,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
3448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
3563,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0
3622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,0,0,0,0,0,0,1,2,3,0,4,0,0,0,0,0,0,0
3654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3665,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3721,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3912,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
3973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4006,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0
4077,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
4083,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0
4086,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
4105,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0
4110,3,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0
4111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4202,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0
4205,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
4238,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4353,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
4360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
4421,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0
4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4498,0,0,4,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0
4505,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0
4514,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
4556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
4732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4769,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4806,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
4832,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
4858,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5047,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5099,0,0,2,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0
5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,3,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0
5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5267,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
5279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
5401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
5430,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
5440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5445,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5461,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0
5479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
5550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5566,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5661,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5679,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0
5688,0,0,0,0,0,0,3,1,0,4,2,0,0,0,0,0,0,0
5704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5721,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0
5738,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,3,2,0
5739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5741,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5744,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
5750,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,2,0,0
5809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5818,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5860,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5879,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6083,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0
6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6159,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
6186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6338,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6398,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6422,0,0,0,3,0,0,4,2,0,0,1,0,0,0,0,0,0,0
6490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6541,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0
6550,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,2,0,0
6591,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
6645,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0
6647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6716,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0
6720,0,0,0,2,0,0,4,1,0,0,3,0,0,0,0,0,0,0
6747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
6799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6803,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6826,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
6862,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6908,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0
6971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6975,0,0,0,0,0,0,0,0,1,0,4,2,3,0,0,0,0,0
7080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7142,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7274,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
7280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7306,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0
7384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7391,1,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0
7434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7512,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
7514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7517,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
7558,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0
7584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7604,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7610,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7656,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
